age_in_years,days_tenure,length_of_residence,curr_ann_amt,good_credit,Churn
53,6291,15.0,984.039871,1,1
96,6291,6.0,599.134894,0,0
68,6291,15.0,1249.227597,1,0
73,6291,4.0,1021.288646,0,0
45,6291,8.0,1093.363727,1,0
44,6291,15.0,1178.317781,1,0
70,6291,14.0,1099.35334,1,0
81,6291,15.0,756.731296,1,0
49,5683,11.0,970.448306,0,1
77,2174,5.0,974.393662,1,0
57,2157,8.0,1079.754032,1,0
55,4015,11.0,951.387357,1,0
56,5606,1.0,876.98762,1,0
90,263,15.0,1125.036155,1,0
44,96,15.0,1102.64627,1,1
37,1373,6.801,995.507969,1,0
44,942,3.0,1508.600724,0,0
41,6291,1.0,1164.122614,1,0
36,1324,9.0,1080.392918,1,0
68,183,1.0,909.091813,1,0
55,3212,3.0,985.247275,0,0
75,4165,4.0,893.684654,1,0
55,4818,3.0,619.217612,1,0
55,5471,4.0,1189.557646,1,0
64,2540,4.0,942.612787,0,1
68,6291,15.0,1254.52083,1,1
62,6291,6.801,940.950655,1,0
55,723,5.0,1067.763133,1,0
60,154,10.0,1279.651977,1,0
34,1503,8.0,834.559103,1,0
47,2133,3.0,811.544368,1,0
71,4827,15.0,963.042388,1,0
61,157,15.0,731.933065,1,1
35,62,2.0,823.570646,0,1
51,1091,5.0,550.871158,1,0
33,3244,2.0,895.478489,1,0
36,67,2.0,1239.584903,1,0
68,6291,1.0,908.118006,0,0
70,2873,7.0,864.385319,0,0
61,2362,7.0,1048.329084,1,0
37,4284,10.0,983.225128,1,0
55,6291,2.0,650.922411,1,0
65,3478,13.0,1434.608751,1,0
73,5070,14.0,781.764983,0,0
58,5192,2.0,704.313399,1,0
48,1637,3.0,521.190727,1,0
51,5973,2.0,481.013128,1,0
55,1204,2.0,678.432056,1,0
67,1812,5.0,842.32896,1,0
41,5807,2.0,1342.654619,0,0
29,3430,12.0,755.058982,1,0
55,2008,1.0,632.625534,1,0
93,6291,5.0,1173.697937,1,1
43,3744,4.0,910.339672,1,0
69,4629,15.0,856.071941,1,0
54,1179,10.0,1059.526129,0,0
47,949,2.0,800.283461,1,0
51,3647,4.0,846.222927,1,0
34,120,0.0,828.342326,1,0
55,723,6.801,985.431781,1,0
55,80,1.0,780.813203,0,0
38,664,0.0,642.436604,0,0
47,4267,1.0,989.092662,1,0
39,1944,6.0,821.313422,1,0
49,1143,8.0,982.018516,1,0
42,3477,2.0,962.571439,1,0
67,6291,9.0,1041.149807,1,0
55,80,4.0,831.777193,1,1
53,6291,11.0,942.462086,1,0
55,2409,2.0,1110.020309,1,1
55,1231,12.0,1292.019756,1,1
92,2721,6.0,832.819465,1,0
45,2006,8.0,845.09945,1,0
47,6291,3.0,859.335792,1,0
92,4050,5.0,1223.304482,1,0
55,4416,0.0,1081.519341,1,0
37,4302,15.0,971.167992,1,1
63,6291,14.0,484.156103,1,0
74,6291,11.0,1168.330087,0,0
55,2008,7.0,586.811023,0,0
56,138,6.0,1372.746889,1,1
55,1606,8.0,1327.154218,1,0
55,161,5.0,1071.061148,1,1
55,2008,0.0,939.401191,0,1
32,1531,2.0,600.63575,1,0
76,6291,15.0,1200.111266,1,0
55,803,11.0,1292.501328,1,0
33,1087,3.0,615.004472,1,0
46,6291,13.0,968.555771,0,1
48,3819,0.0,956.885786,1,0
35,2158,6.801,749.674284,1,0
39,1555,11.0,783.265742,0,0
67,4469,6.0,744.557453,1,0
54,133,13.0,1065.937771,1,0
38,144,13.0,1474.597413,1,1
54,261,8.0,1051.830888,1,0
42,178,6.0,1090.64312,0,0
43,4634,6.801,671.749807,1,0
50,119,9.0,938.775703,1,1
54,1997,4.0,1093.824021,1,0
67,1791,8.0,1240.319992,1,1
48,110,5.0,732.443925,1,0
55,1204,3.0,463.530347,0,0
73,5993,13.0,1163.46141,1,0
64,6291,9.0,1062.914447,1,0
82,6291,10.0,1081.827027,1,0
50,6291,15.0,1166.180071,1,0
54,6291,8.0,891.658325,1,0
85,6291,15.0,1292.133874,1,0
63,6291,5.0,874.994383,1,1
57,6291,15.0,1053.900207,1,0
60,6291,13.0,1197.179466,1,0
56,6291,7.0,1180.32877,1,0
54,6291,11.0,451.087205,0,0
80,6291,10.0,1398.948431,1,0
58,6291,2.0,1033.924367,0,1
58,6291,15.0,986.834948,1,1
57,6291,10.0,1603.394492,1,0
97,6291,5.0,364.455465,0,0
80,6291,15.0,955.677995,1,0
56,6291,5.0,801.573197,1,0
65,1541,15.0,1064.062199,1,1
45,4908,13.0,1237.429156,1,0
59,6291,2.0,736.283651,1,0
69,6291,8.0,905.316207,1,0
51,6291,13.0,569.81552,1,0
73,6291,15.0,987.075612,1,0
63,6291,10.0,714.692708,1,0
68,6291,1.0,821.305907,1,1
85,6291,4.0,562.143725,1,0
42,6291,6.0,1014.864915,1,0
59,6291,15.0,1516.853831,1,0
58,6291,7.0,1197.640759,1,0
81,6291,9.0,681.18146,0,0
64,6291,7.0,811.810326,1,0
69,6291,15.0,1022.187114,1,0
55,6291,4.0,1187.402914,1,0
60,6291,1.0,778.506409,0,0
44,6291,9.0,909.32639,1,0
50,6291,6.0,662.289502,1,0
36,1306,2.0,735.35369,1,0
56,5508,1.0,1200.380898,1,0
55,6291,2.0,678.387309,0,0
60,6291,2.0,1048.087176,1,0
65,6291,15.0,760.875155,1,0
58,6291,8.0,1124.72862,1,0
56,6291,15.0,498.945601,1,0
60,6291,4.0,1369.198642,1,0
71,6291,1.0,602.61747,0,0
70,6291,1.0,1014.819515,1,1
55,6291,3.0,792.116633,1,0
61,6291,15.0,1247.370641,1,1
60,6291,15.0,1129.326015,1,0
81,6291,15.0,1314.969814,0,0
62,4005,4.0,932.387508,1,0
51,6291,7.0,1088.516783,1,0
55,2810,3.0,829.448161,1,0
45,1500,9.0,840.134754,1,0
45,98,7.0,1027.077668,1,0
50,2340,9.0,1017.3052,1,0
62,2408,6.0,880.145246,1,0
64,170,2.0,1054.6411,0,0
58,2225,15.0,1100.494393,1,1
39,784,2.0,1046.362629,1,0
46,104,4.0,860.357653,1,1
46,6291,11.0,1104.172485,1,0
57,2894,13.0,903.011035,1,1
49,3419,0.0,513.919036,1,0
57,6291,5.0,1094.430975,1,1
77,6291,9.0,997.856978,1,0
55,5621,15.0,746.233378,0,0
60,3868,3.0,792.19992,1,0
46,5649,12.0,713.728435,1,0
55,3614,6.0,866.287693,1,0
40,6107,6.0,896.178572,1,0
46,6291,5.0,882.817482,1,1
66,355,15.0,896.19905,1,0
53,5813,12.0,1169.281671,1,1
38,6291,4.0,961.244104,1,0
53,1929,5.0,1048.329802,1,0
42,87,5.0,1016.116661,1,0
78,6291,13.0,994.051957,1,0
39,1167,3.0,718.773181,1,0
91,6291,15.0,698.80105,1,1
39,5444,4.0,810.505652,1,0
37,3509,0.0,812.443534,0,0
40,80,5.0,968.859,1,0
68,182,7.0,1127.090567,1,0
43,3658,14.0,1195.103505,1,0
53,6291,4.0,602.391442,0,0
41,6291,3.0,1031.752012,0,1
55,161,5.0,652.523465,1,0
48,6068,6.0,528.469754,1,0
48,1669,0.0,1141.874719,1,0
52,1108,12.0,719.031117,0,0
34,120,4.0,975.843855,0,1
68,2759,15.0,1233.020959,0,0
59,6291,5.0,1348.585443,1,0
38,2178,0.0,427.267414,1,0
55,80,2.0,908.224248,1,1
37,1404,6.0,1104.977471,1,0
55,4416,3.0,847.730033,1,0
52,1883,1.0,786.744619,1,1
47,2158,7.0,1065.241615,1,0
51,4255,8.0,694.454285,1,0
94,6291,7.0,888.117848,1,1
78,4433,7.0,767.620888,1,0
82,6291,2.0,859.833041,1,0
59,4487,9.0,1297.280367,1,0
55,6291,3.0,563.508383,1,0
74,6291,3.0,798.452095,0,0
82,6291,15.0,824.600573,1,0
87,6291,2.0,617.13093,1,0
63,6291,15.0,1024.654845,1,0
63,6291,6.0,708.922302,0,0
64,6291,5.0,1099.412202,1,0
58,6291,7.0,828.995008,1,0
58,6291,15.0,1193.557335,1,0
78,6291,11.0,843.901505,0,0
70,6291,12.0,803.839339,0,0
91,267,15.0,1344.708776,0,0
53,258,6.0,663.906861,1,1
36,5578,4.0,785.286039,1,0
53,254,6.0,961.098515,1,0
33,108,2.0,609.774021,1,1
39,1167,0.0,704.801471,0,0
50,1167,10.0,1315.553885,1,0
41,3733,8.0,117.24901,0,0
92,6291,2.0,858.70091,1,0
36,610,3.0,816.572919,1,0
33,3997,0.0,1040.908476,1,0
59,3724,10.0,602.280448,1,0
65,3472,15.0,741.84447,1,0
45,3999,6.0,710.994774,1,0
42,4020,6.801,512.955901,1,0
60,3052,6.0,923.655286,1,0
49,115,6.0,1074.061467,1,0
51,122,3.0,870.002012,1,1
54,6019,11.0,570.807386,1,1
68,6291,13.0,1435.269448,1,0
84,6291,15.0,701.010727,1,0
28,888,15.0,930.505514,1,0
69,5591,4.0,668.134162,1,0
42,4436,2.0,723.619908,0,0
31,492,2.0,841.154581,0,0
55,5220,12.0,982.693847,1,0
44,3393,6.801,903.816404,1,0
40,2786,3.0,1001.02585,1,0
55,2047,14.0,438.258276,1,0
71,3910,3.0,907.833929,0,0
30,88,4.0,910.570861,1,1
55,6291,6.0,1022.306468,1,0
55,6291,7.0,592.122956,1,1
70,4735,15.0,1239.76008,1,0
52,1124,15.0,932.934033,1,0
34,2020,6.801,832.968271,0,0
77,216,13.0,947.758431,1,0
48,3872,4.0,946.779884,0,0
72,5947,4.0,534.360207,1,0
56,140,7.0,1367.819437,1,1
47,1595,8.0,417.964184,1,0
51,1842,15.0,926.722379,0,0
57,2161,14.0,1238.259701,1,0
55,1606,4.0,1161.992876,0,0
48,4462,4.0,1053.137432,1,0
46,6291,1.0,801.295549,0,0
49,2872,2.0,545.129453,1,1
35,1221,4.0,1002.169189,1,0
55,5220,11.0,669.045638,0,0
60,1557,15.0,1137.039526,1,0
83,237,13.0,626.418635,1,0
36,65,5.0,984.777922,1,0
65,343,15.0,1229.167866,1,0
48,1673,2.0,1255.128962,1,0
42,2195,11.0,713.427006,1,0
61,157,1.0,939.48867,1,1
53,1160,15.0,732.958575,1,0
55,5220,2.0,847.063639,1,0
54,1974,15.0,1281.480475,1,0
55,3212,15.0,944.058102,1,0
55,4416,15.0,490.281124,1,0
44,5836,2.0,825.528641,1,0
36,2673,6.0,878.732216,1,0
70,5709,12.0,1247.052203,1,0
40,80,0.0,818.052543,1,0
43,4198,4.0,1028.834921,0,0
54,4013,2.0,846.757719,1,0
67,6291,3.0,1264.583102,1,0
58,6291,8.0,908.416324,1,0
41,86,7.0,977.374341,1,0
56,1404,0.0,1112.531239,1,0
86,250,11.0,681.066218,1,0
70,190,15.0,740.386613,1,0
52,1847,3.0,1115.040145,0,0
45,3500,2.0,788.34441,1,0
64,3399,9.0,975.118226,1,0
59,150,15.0,1246.206557,1,0
55,723,2.0,1032.831322,1,0
43,1372,6.0,1097.812139,1,0
71,389,15.0,1500.57045,1,0
53,1911,2.0,1013.747729,1,1
44,6291,13.0,560.374907,1,0
49,6291,3.0,871.328883,0,0
70,6291,15.0,761.575156,0,0
34,875,6.0,657.046938,1,0
40,3220,2.0,920.606709,0,0
65,344,15.0,1040.970426,1,0
46,102,9.0,1216.180911,1,0
47,3246,15.0,837.782811,1,0
43,3635,9.0,733.383858,1,0
36,4635,15.0,731.988254,0,0
55,3614,1.0,1070.402622,1,0
60,3884,5.0,617.260547,0,0
35,4669,0.0,632.47674,1,0
38,3240,4.0,1190.742208,1,1
63,3301,3.0,747.168994,1,0
53,2578,9.0,956.999194,1,1
49,6291,14.0,776.338378,1,0
56,6291,11.0,348.261747,1,0
51,6291,13.0,798.431912,0,0
69,6291,3.0,699.30726,1,0
53,6291,3.0,1097.386178,1,0
56,6291,10.0,1654.572295,1,0
87,6291,13.0,1091.017219,1,0
72,6291,7.0,1004.264989,1,0
87,6291,7.0,803.546211,1,0
42,6291,9.0,702.791016,1,0
45,976,0.0,1078.401314,0,1
39,5720,3.0,1075.788436,1,0
37,3585,4.0,478.07324,1,0
61,156,15.0,982.75051,1,0
31,3574,0.0,820.927125,1,0
55,1606,2.0,688.84455,1,0
40,1604,8.0,844.278864,1,0
45,1509,2.0,557.276802,0,0
30,2860,6.801,1014.387964,0,0
37,1747,1.0,1176.254955,0,0
56,277,3.0,1199.156006,1,0
33,1352,3.0,936.596736,1,0
69,3752,5.0,575.204392,0,0
59,6291,0.0,1112.27512,1,1
37,2831,15.0,888.388207,1,0
65,6065,4.0,910.683229,1,0
55,6022,13.0,614.250841,0,0
55,161,6.0,1048.350154,1,1
68,185,3.0,1093.191856,1,0
55,3427,2.0,963.994784,1,0
54,134,12.0,969.282955,1,0
53,258,6.0,989.862971,1,1
40,4479,0.0,802.543831,0,0
40,1235,4.0,883.796677,1,0
93,2731,13.0,1147.683355,1,0
87,6291,15.0,1010.320972,1,0
34,902,2.0,809.300473,1,0
50,119,7.0,1219.888047,1,1
55,5621,3.0,901.938607,1,0
64,6291,15.0,1742.122988,1,0
49,225,5.0,639.292979,1,0
46,4145,8.0,1134.148503,1,0
48,1678,8.0,653.030278,1,0
68,369,15.0,1319.567382,1,0
40,6176,15.0,911.793734,1,0
33,1622,10.0,935.802561,1,0
61,1417,13.0,897.56501,1,0
42,1744,3.0,469.182152,1,0
55,5447,15.0,1482.620896,1,0
71,6291,9.0,656.955987,1,0
88,2569,15.0,913.152417,1,0
55,4416,15.0,1059.839213,1,0
64,2535,0.0,763.851086,1,0
69,5564,15.0,922.207416,0,0
25,1351,5.0,954.301635,1,0
31,2104,11.0,1012.125154,1,0
50,5806,11.0,769.189663,1,0
47,944,7.0,934.350218,0,0
34,547,1.0,825.676936,0,0
60,308,3.0,1037.699756,1,0
50,2328,6.801,970.640366,0,0
44,2348,15.0,891.403064,1,0
52,1865,9.0,1286.00413,1,0
57,2125,1.0,716.42925,0,0
31,1711,5.0,817.824232,1,0
34,3731,6.801,942.322431,0,0
73,203,3.0,584.281973,1,0
55,2008,2.0,888.804264,1,0
36,3403,7.0,964.765444,1,0
43,4157,3.0,616.868891,0,0
33,1081,0.0,1030.157185,1,0
46,105,6.0,1391.921839,1,1
61,2380,15.0,1014.280213,1,0
28,2732,10.0,713.439405,1,0
43,5926,15.0,1051.843964,1,0
51,3675,3.0,1074.87661,1,0
65,6076,2.0,1166.940737,1,0
45,4499,3.0,701.591108,1,0
64,5098,2.0,997.813492,1,0
78,6291,15.0,736.545592,1,0
41,848,1.0,1219.63988,0,1
74,2046,3.0,1157.626296,1,0
70,3788,8.0,896.537013,1,0
63,6291,4.0,850.268896,0,0
61,5533,4.0,777.570978,1,0
96,4265,0.0,956.708944,1,0
33,3335,1.0,593.962218,1,0
70,6291,5.0,1126.589353,0,0
43,834,6.0,516.45307,0,0
54,5277,9.0,781.093962,1,0
33,1105,2.0,1020.07862,0,0
53,128,1.0,1264.47676,0,1
49,115,8.0,832.790448,1,0
51,121,2.0,923.287994,0,0
43,4212,15.0,660.225197,0,0
48,111,12.0,905.035242,1,0
47,3712,1.0,522.071113,0,0
53,5107,6.801,1194.679239,1,0
55,5621,15.0,969.51518,1,0
39,3829,0.0,960.276306,1,0
45,4418,6.0,1041.658227,1,0
53,254,15.0,914.533491,1,0
69,373,4.0,979.842907,1,1
39,6291,1.0,391.250529,1,0
79,6291,15.0,1334.517956,0,0
53,6291,3.0,876.843143,1,0
76,6291,14.0,1202.8206,1,0
55,2008,7.0,431.500911,1,0
79,6291,2.0,660.726643,0,0
81,6291,15.0,878.138854,1,1
35,2515,11.0,1072.201062,1,0
39,5833,3.0,593.416338,0,0
58,6291,10.0,558.133441,1,0
76,5328,15.0,1103.808113,1,0
38,149,0.0,842.648649,0,0
37,714,11.0,992.226598,1,0
60,155,3.0,804.371681,1,0
45,1514,4.0,1341.564627,1,0
28,2466,6.801,581.464254,1,0
55,5621,6.801,885.182333,1,0
37,69,6.801,925.099982,1,0
77,218,6.0,909.413732,1,0
50,4064,10.0,926.313315,1,0
28,1943,3.0,1131.430487,1,0
55,80,6.801,837.543296,1,0
55,80,4.0,1125.876272,0,1
47,210,7.0,582.221027,1,0
47,6291,6.801,1232.89561,1,0
59,6291,14.0,1060.246255,0,0
54,2663,15.0,799.940531,1,0
47,2674,9.0,1057.100998,1,0
50,5942,1.0,899.243638,1,0
59,6291,11.0,1164.123599,1,0
49,6291,2.0,829.875669,1,0
58,4405,6.0,940.624237,1,0
53,6291,11.0,1385.188722,1,0
46,914,15.0,434.652133,1,0
49,1723,5.0,869.634186,1,0
59,6291,3.0,778.779778,1,0
76,6291,15.0,1430.43407,0,0
54,3328,13.0,954.602813,1,0
31,733,4.0,1180.220465,1,0
46,6291,6.0,1252.545425,1,0
34,1473,6.801,857.093233,1,0
51,5973,15.0,1233.050604,1,0
76,5275,13.0,852.499819,0,0
70,6291,15.0,678.359579,1,1
77,6291,4.0,788.580736,1,0
74,6291,4.0,678.46017,1,0
48,6291,6.0,681.007897,1,0
68,6291,15.0,1296.863099,1,0
66,6291,2.0,833.717598,1,0
69,6291,15.0,1146.372251,1,1
55,6291,2.0,1043.969009,1,0
85,6291,12.0,982.818018,1,1
58,6291,4.0,938.785484,1,0
99,6291,2.0,503.298142,1,0
48,3915,15.0,794.133056,1,0
69,2814,8.0,696.775984,1,0
59,1354,3.0,863.326124,1,1
60,3838,15.0,977.276442,1,0
85,4908,15.0,930.965405,1,0
52,1878,12.0,1149.672961,1,0
55,2409,9.0,1033.80682,1,0
39,3486,3.0,1031.903205,1,0
55,80,2.0,1088.95284,1,1
80,457,15.0,1259.97501,0,0
55,2008,6.0,1303.793135,1,0
65,347,15.0,940.965911,1,0
37,137,0.0,1070.777092,1,0
55,723,2.0,872.965173,1,1
55,2061,14.0,1347.728677,1,0
91,6291,15.0,1266.429118,1,0
55,6291,7.0,854.033832,1,0
55,1204,6.0,1076.668244,1,0
46,4109,15.0,612.83996,0,0
94,6291,5.0,1007.690893,0,0
56,6291,14.0,1212.022064,1,0
45,100,3.0,1188.986599,1,0
55,3351,7.0,699.914709,1,0
69,6291,7.0,816.910778,0,0
48,6291,15.0,1180.230631,1,0
89,524,15.0,1316.538237,1,0
39,1975,4.0,902.742958,1,0
55,5621,3.0,593.922227,1,0
50,3510,4.0,825.645228,1,0
66,6291,4.0,892.720569,1,0
54,3321,10.0,985.440637,1,1
75,6291,13.0,1034.565789,0,0
39,79,2.0,824.267864,1,1
55,6291,2.0,1261.051908,1,0
41,2150,8.0,570.907467,1,0
52,1240,2.0,763.840951,1,0
47,4855,7.0,1169.172245,1,0
64,5874,3.0,918.498048,1,0
45,99,10.0,626.235652,0,0
65,172,4.0,958.504255,1,1
56,2111,3.0,1074.232531,1,0
42,5689,5.0,777.399564,1,0
40,4960,2.0,563.914163,0,0
63,1475,7.0,920.374309,1,0
53,1268,7.0,1238.220831,1,0
73,203,15.0,578.290676,1,0
69,1688,3.0,831.837954,1,0
44,6291,0.0,802.490595,1,0
47,6291,15.0,1298.643822,1,0
50,6291,15.0,1007.140903,1,0
58,6291,15.0,265.931813,1,0
73,401,0.0,980.331312,1,0
34,4146,3.0,684.090002,1,0
56,6291,15.0,951.369963,1,1
62,6291,15.0,868.761097,0,0
41,6291,1.0,1075.718016,1,0
46,6291,0.0,941.989318,1,0
67,6291,15.0,654.106907,0,0
78,6291,9.0,1228.969078,1,0
69,6291,9.0,1001.019162,1,0
103,6291,12.0,748.154667,1,0
57,6291,5.0,1234.881658,1,0
71,6291,15.0,1203.181413,1,1
69,6291,15.0,1200.960355,1,0
57,6291,15.0,456.794832,1,0
66,6291,1.0,1350.008712,1,0
66,4401,14.0,1056.199271,1,0
33,109,1.0,829.786423,1,1
54,133,3.0,1372.098913,1,0
39,77,15.0,1329.614905,1,1
66,6291,0.0,734.784991,1,0
86,6291,15.0,1067.077984,1,0
40,1208,6.0,949.672978,1,0
60,3083,4.0,789.533308,1,0
65,171,2.0,1397.239633,1,0
34,1496,0.0,926.572929,1,0
39,769,6.0,973.245287,1,0
78,3293,15.0,962.210086,1,0
61,6286,1.0,621.050879,1,0
59,301,11.0,1236.335011,1,0
55,1204,4.0,1032.288589,1,0
55,3614,4.0,1021.189933,1,0
54,5896,5.0,1307.581749,1,0
29,2254,1.0,707.255475,1,0
59,3003,2.0,790.158549,1,0
55,2810,7.0,1092.060673,1,1
59,2262,0.0,1139.864317,1,0
53,6291,1.0,865.056395,1,0
78,6291,0.0,798.353232,0,0
49,1018,6.801,871.715126,1,0
66,1769,5.0,1012.358328,0,0
67,3612,15.0,911.624655,1,0
36,975,0.0,809.710329,1,0
44,5671,0.0,952.214979,1,0
60,6291,3.0,1161.563131,0,0
44,2371,3.0,968.945321,1,0
43,933,3.0,1228.703311,0,0
48,5577,15.0,1110.134225,1,0
53,4543,6.0,1318.884161,1,0
55,137,3.0,882.608071,1,1
76,2125,5.0,1306.580939,1,0
36,1021,2.0,912.768766,1,0
52,4341,11.0,1248.065129,1,0
53,1283,7.0,657.7221,1,0
45,1963,10.0,1131.849397,1,0
58,5192,15.0,1325.450711,1,0
45,5909,7.0,1090.392551,1,0
60,5437,2.0,1071.670525,1,1
67,1617,1.0,887.259939,1,1
55,2029,6.0,700.188425,1,0
45,4924,1.0,826.708882,1,0
37,1386,7.0,1692.587863,1,1
66,6193,11.0,846.626994,1,0
41,3010,8.0,584.662733,1,0
31,465,11.0,850.692832,1,0
89,6291,13.0,1660.520544,1,0
61,6291,12.0,831.672688,1,0
51,6140,10.0,847.665792,1,0
34,3869,5.0,757.291015,1,0
51,2395,7.0,1353.23384,1,0
81,6291,15.0,1348.686031,0,0
73,6291,10.0,924.083973,1,0
49,6285,3.0,567.385775,1,0
47,6291,7.0,1035.908947,1,0
57,6291,4.0,1087.178028,1,0
53,6291,15.0,1089.300616,1,0
65,6291,15.0,1026.453942,0,0
75,6291,10.0,1299.659268,1,0
69,6291,6.0,731.427731,1,0
62,6291,4.0,939.859243,1,0
75,6291,15.0,560.383272,1,0
53,6291,13.0,1382.266392,1,0
54,6291,6.0,866.07004,1,0
68,6291,2.0,800.310831,1,0
96,6291,9.0,1209.792289,0,0
59,6291,9.0,1070.896592,1,0
51,6291,11.0,1117.091437,1,0
79,6291,2.0,644.382677,1,0
47,6291,11.0,1194.35336,1,0
58,6291,14.0,855.21495,1,0
58,6291,6.0,434.689466,1,0
92,6291,15.0,793.722397,1,0
84,6291,15.0,938.674667,1,0
69,186,15.0,1386.329746,1,0
83,5914,8.0,690.759763,1,0
36,4206,6.0,492.422711,1,1
49,1728,3.0,742.581041,1,0
44,3372,4.0,873.528872,1,0
36,4424,13.0,994.128648,0,0
60,1379,7.0,1698.312113,1,0
38,4898,6.0,1128.196646,1,0
33,571,7.0,1080.919043,1,0
53,4447,5.0,878.418671,1,1
45,4878,4.0,1339.661811,1,0
35,961,10.0,682.126189,1,0
56,6291,15.0,739.558103,1,0
93,6291,15.0,831.458925,1,0
65,5153,8.0,866.70284,1,0
57,144,1.0,634.519408,1,1
63,6291,13.0,1177.435993,1,0
42,3897,9.0,1512.28157,1,0
40,5743,5.0,733.711784,1,0
91,2408,15.0,1311.497326,0,0
40,3582,15.0,1111.515915,1,1
47,4207,1.0,1034.108541,0,0
39,5466,7.0,1102.992246,0,0
36,1655,4.0,1004.062087,1,0
58,6291,4.0,736.463275,1,0
91,6291,0.0,949.717311,1,0
80,228,15.0,1061.00222,1,1
40,5253,2.0,723.50091,1,1
85,247,15.0,969.292742,1,0
65,1543,6.0,583.352877,1,0
32,2806,2.0,780.998054,0,0
42,2249,1.0,821.933405,1,0
55,3614,13.0,813.745742,1,0
55,723,10.0,755.030352,1,0
75,5192,15.0,1057.313159,1,0
65,6291,4.0,921.803722,1,0
74,1841,6.0,929.07076,1,0
48,4951,3.0,1292.732007,1,0
49,1733,0.0,1405.139983,0,0
42,1299,3.0,1462.638824,0,1
38,2573,3.0,657.059579,1,1
50,1173,5.0,667.838104,1,0
54,1316,9.0,1012.950976,1,0
105,4780,15.0,911.560456,1,0
47,106,11.0,1369.741719,1,1
42,177,11.0,716.029979,1,0
46,2048,5.0,1114.923083,1,0
64,2554,3.0,722.8461,1,0
54,3306,7.0,922.946253,1,0
55,6291,10.0,1298.911919,1,0
42,6291,4.0,515.955635,0,0
59,6291,15.0,782.863329,1,0
38,146,6.0,1050.539706,1,1
48,1628,4.0,989.53371,1,0
32,1539,6.801,1004.725435,1,0
44,6202,8.0,896.67274,1,0
35,2870,0.0,639.540824,0,0
39,156,2.0,862.189771,1,1
88,3872,6.801,966.503368,1,0
55,3212,15.0,875.533499,1,0
33,3534,6.0,877.766419,1,0
82,2115,0.0,803.916991,1,0
46,104,5.0,1117.413854,1,1
57,1275,8.0,841.8395,1,0
32,2004,6.801,1475.530811,1,0
46,5700,0.0,748.67825,1,0
63,1486,2.0,868.126344,1,0
81,5762,15.0,1140.080159,1,0
75,209,6.0,835.070597,1,0
35,920,0.0,710.353486,1,1
60,2312,7.0,933.356899,1,1
83,4731,15.0,1098.672377,1,0
65,2604,6.0,297.02482,1,0
36,1021,10.0,832.955003,1,0
54,1993,15.0,872.415087,0,0
55,3212,7.0,1164.079013,1,0
61,3937,3.0,1194.653095,1,0
62,163,7.0,1044.942925,0,0
45,894,15.0,660.138287,1,1
43,1354,5.0,1193.324503,1,1
73,6291,15.0,1362.805988,1,0
55,3614,2.0,470.620387,1,0
47,108,4.0,1953.468953,1,1
56,138,5.0,795.803588,1,1
37,3199,5.0,772.593989,1,0
70,191,2.0,984.476407,1,0
68,182,7.0,1198.176904,1,1
50,237,10.0,907.449417,1,0
49,3926,8.0,758.563386,1,0
46,4622,3.0,733.886148,1,0
47,1618,2.0,959.827091,1,0
61,159,5.0,911.398485,0,0
31,3712,9.0,882.597995,1,0
55,1204,15.0,804.392886,0,0
63,4104,15.0,819.166897,1,0
69,2828,8.0,849.945583,1,0
36,4364,7.0,895.584356,1,0
48,1669,3.0,1195.355744,1,0
66,4378,15.0,614.904575,1,0
39,4957,4.0,586.313179,1,0
55,6022,2.0,705.898469,1,0
70,192,15.0,1290.206602,1,0
33,4621,1.0,736.572748,1,0
61,159,15.0,709.3725,0,1
55,2008,15.0,866.749108,0,0
42,4376,9.0,992.303243,1,0
39,5036,3.0,741.455012,1,0
55,2061,6.0,619.320508,1,1
52,5594,15.0,1377.500779,1,0
55,4015,2.0,792.490954,1,0
62,163,6.0,568.659546,1,0
33,2487,1.0,921.473917,1,0
46,2030,11.0,921.526,1,0
64,339,6.0,890.236878,0,0
79,223,15.0,1034.052577,1,0
48,219,12.0,1180.125491,0,0
52,3784,11.0,884.973119,1,0
46,5166,6.801,829.182413,1,0
87,509,15.0,962.0167,0,1
45,5399,11.0,848.150256,1,0
31,489,13.0,772.876674,1,0
44,966,4.0,998.91084,1,0
60,3891,10.0,1369.424343,1,0
66,2659,3.0,830.387866,0,0
56,5556,1.0,1047.631677,1,0
71,6291,2.0,1251.03029,1,0
81,6291,15.0,1551.79173,1,0
55,80,13.0,1193.90563,0,0
72,197,15.0,1046.274433,1,0
46,6199,4.0,1102.70748,1,0
49,114,10.0,857.513418,1,0
55,4015,4.0,940.519195,1,0
48,6152,13.0,1010.3372,1,1
44,862,4.0,638.380209,1,0
39,4721,2.0,979.089965,1,0
51,3675,4.0,513.542203,1,0
36,4324,3.0,842.509416,1,0
45,1463,2.0,881.99773,1,0
60,2335,13.0,900.926939,1,0
55,2052,12.0,1300.20158,1,0
76,214,15.0,1068.351152,0,0
55,4416,12.0,886.548488,1,0
38,147,0.0,1123.192931,1,0
47,4254,10.0,779.607843,1,0
33,2957,3.0,1002.640163,1,0
43,912,2.0,1192.915942,0,0
78,4421,12.0,1013.884825,1,0
79,3343,6.0,509.84343,1,0
54,6291,15.0,1307.87086,1,0
36,2966,3.0,1048.340157,1,0
67,5390,3.0,1252.680978,1,0
